dt,demand
2021-09-19 16:00:00,7500.0
2021-09-19 17:00:00,7133.0
2021-09-19 18:00:00,7485.0
2021-09-19 19:00:00,8494.0
2021-09-19 20:00:00,8480
2021-09-19 21:00:00,8446
2021-09-19 22:00:00,8350
2021-09-19 23:00:00,8190
2021-09-20 00:00:00,8084
2021-09-20 01:00:00,7751
2021-09-20 02:00:00,7516
2021-09-20 03:00:00,7375
2021-09-20 04:00:00,7157
2021-09-20 05:00:00,7076.0
2021-09-20 06:00:00,6571.0
2021-09-20 07:00:00,6429.0
2021-09-20 08:00:00,6455.0
2021-09-20 09:00:00,6718.0
2021-09-20 10:00:00,7007.0
2021-09-20 11:00:00,7368.0
2021-09-20 12:00:00,7538.0
2021-09-20 13:00:00,7660.0
2021-09-20 14:00:00,7671.0
2021-09-20 15:00:00,7811.0
2021-09-20 16:00:00,7698.0
2021-09-20 17:00:00,7432.0
2021-09-20 18:00:00,7683.0
2021-09-20 19:00:00,8787.0
2021-09-20 20:00:00,8660
2021-09-20 21:00:00,8652
2021-09-20 22:00:00,8567
2021-09-20 23:00:00,8611
2021-09-21 00:00:00,8419
2021-09-21 01:00:00,8055
2021-09-21 02:00:00,7741
2021-09-21 03:00:00,7498
2021-09-21 04:00:00,7394
2021-09-21 05:00:00,7310.0
2021-09-21 06:00:00,6860.0
2021-09-21 07:00:00,6408.0
2021-09-21 08:00:00,6379.0
2021-09-21 09:00:00,6803.0
2021-09-21 10:00:00,7082.0
2021-09-21 11:00:00,7288.0
2021-09-21 12:00:00,7519.0
2021-09-21 13:00:00,7818.0
2021-09-21 14:00:00,7640.0
2021-09-21 15:00:00,7642.0
2021-09-21 16:00:00,7428.0
2021-09-21 17:00:00,7202.0
2021-09-21 18:00:00,7613.0
2021-09-21 19:00:00,8725.0
2021-09-21 20:00:00,8533
2021-09-21 21:00:00,8550
2021-09-21 22:00:00,8344
2021-09-21 23:00:00,8301
2021-09-22 00:00:00,8236
2021-09-22 01:00:00,7947
2021-09-22 02:00:00,7550
2021-09-22 03:00:00,7364
2021-09-22 04:00:00,7141
2021-09-22 05:00:00,7085.0
2021-09-22 06:00:00,6755.0
2021-09-22 07:00:00,6533.0
2021-09-22 08:00:00,6638.0
2021-09-22 09:00:00,7055.0
2021-09-22 10:00:00,7217.0
2021-09-22 11:00:00,7466.0
2021-09-22 12:00:00,7811.0
2021-09-22 13:00:00,7886.0
2021-09-22 14:00:00,7666.0
2021-09-22 15:00:00,7789.0
2021-09-22 16:00:00,7609.0
2021-09-22 17:00:00,7475.0
2021-09-22 18:00:00,7745.0
2021-09-22 19:00:00,8807.0
2021-09-22 20:00:00,8678
2021-09-22 21:00:00,8704
2021-09-22 22:00:00,8565
2021-09-22 23:00:00,8387
2021-09-23 00:00:00,8160
